subject,world,path,squaretype,nodeName,availableChildName,nodeValue,chosen,ncells,nsteps,nstepsfromroot
S14639772,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N79304,,FALSE,4,7,15
S14639772,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N60795,,FALSE,2,8,17
S14639772,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N29964,,TRUE,4,8,17
S14639772,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N29964,N81758,,TRUE,2,4,21
S9664755,4ways_mirror,"p(6, 3)",X,N71965,N55786,,TRUE,1,2,2
S9664755,4ways_mirror,"p(6, 3)",X,N71965,N68849,,FALSE,1,4,4
S9664755,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S9664755,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S9664755,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N68398,,TRUE,1,6,8
S9664755,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N22049,,FALSE,2,9,11
S9664755,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N79058,,FALSE,4,9,11
S9664755,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N60588,,TRUE,1,1,9
S9664755,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N23137,,FALSE,2,7,15
S9664755,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N79304,,FALSE,4,7,15
S9664755,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N60795,,FALSE,2,8,17
S9664755,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N29964,,TRUE,4,8,17
S9664755,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N29964,N81758,,TRUE,2,4,21
S78726610,4ways_mirror,"p(6, 3)",X,N71965,N55786,,FALSE,1,2,2
S78726610,4ways_mirror,"p(6, 3)",X,N71965,N68849,,TRUE,1,4,4
S78726610,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S78726610,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S78726610,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N28828,,TRUE,1,1,5
S78726610,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N48426,,FALSE,1,6,10
S78726610,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N16410,,FALSE,2,7,11
S78726610,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N53771,,FALSE,4,7,11
S78726610,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N75273,,FALSE,1,7,12
S78726610,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N37033,,TRUE,2,8,13
S78726610,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N88234,,FALSE,4,8,13
S12191702,4ways_mirror,"p(6, 3)",X,N71965,N55786,,TRUE,1,2,2
S12191702,4ways_mirror,"p(6, 3)",X,N71965,N68849,,FALSE,1,4,4
S12191702,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S12191702,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S12191702,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N68398,,TRUE,1,6,8
S12191702,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N22049,,FALSE,2,9,11
S12191702,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N79058,,FALSE,4,9,11
S12191702,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N60588,,FALSE,1,1,9
S12191702,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N23137,,FALSE,2,7,15
S12191702,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N79304,,TRUE,4,7,15
S12191702,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N79304,N54084,,FALSE,1,8,23
S12191702,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N79304,N96924,,TRUE,2,4,19
S49923888,4ways_mirror,"p(6, 3)",X,N71965,N55786,,FALSE,1,2,2
S49923888,4ways_mirror,"p(6, 3)",X,N71965,N68849,,TRUE,1,4,4
S49923888,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S49923888,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S49923888,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N28828,,TRUE,1,1,5
S49923888,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N48426,,FALSE,1,6,10
S49923888,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N16410,,FALSE,2,7,11
S49923888,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N53771,,FALSE,4,7,11
S49923888,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N75273,,FALSE,1,7,12
S49923888,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N37033,,FALSE,2,8,13
S49923888,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N88234,,TRUE,4,8,13
S49923888,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N88234,N36457,,TRUE,2,4,17
S49923888,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N88234,N93228,,FALSE,1,9,22
S72521759,4ways_mirror,"p(6, 3)",X,N71965,N55786,,FALSE,1,2,2
S72521759,4ways_mirror,"p(6, 3)",X,N71965,N68849,,TRUE,1,4,4
S72521759,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S72521759,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S72521759,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N28828,,FALSE,1,1,5
S72521759,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N48426,,FALSE,1,6,10
S72521759,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N16410,,FALSE,2,7,11
S72521759,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N53771,,TRUE,4,7,11
S72521759,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N53771,N38229,,TRUE,2,4,15
S72521759,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N53771,N15390,,FALSE,1,8,19
S72521759,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N53771,N65464,,FALSE,1,9,20
S12590238,4ways_mirror,"p(6, 3)",X,N71965,N55786,,TRUE,1,2,2
S12590238,4ways_mirror,"p(6, 3)",X,N71965,N68849,,FALSE,1,4,4
S12590238,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S12590238,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S12590238,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N68398,,FALSE,1,6,8
S12590238,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N22049,,FALSE,2,9,11
S12590238,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N79058,,TRUE,4,9,11
S12590238,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N79058,N31173,,FALSE,1,7,18
S12590238,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N79058,N46312,,TRUE,2,4,15
S61913516,4ways_mirror,"p(6, 3)",X,N71965,N55786,,TRUE,1,2,2
S61913516,4ways_mirror,"p(6, 3)",X,N71965,N68849,,FALSE,1,4,4
S61913516,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S61913516,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S61913516,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N68398,,TRUE,1,6,8
S61913516,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N22049,,FALSE,2,9,11
S61913516,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N79058,,FALSE,4,9,11
S61913516,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N60588,,TRUE,1,1,9
S61913516,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N23137,,FALSE,2,7,15
S61913516,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N79304,,FALSE,4,7,15
S61913516,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N60795,,TRUE,2,8,17
S61913516,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N29964,,FALSE,4,8,17
S31520197,4ways_mirror,"p(6, 3)",X,N71965,N55786,,FALSE,1,2,2
S31520197,4ways_mirror,"p(6, 3)",X,N71965,N68849,,FALSE,1,4,4
S31520197,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S31520197,4ways_mirror,"p(6, 3)",X,N71965,N28069,,TRUE,4,7,7
S31520197,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N28069,N22145,,FALSE,1,7,14
S31520197,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N28069,N71364,,FALSE,1,9,16
S31520197,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N28069,N21757,,TRUE,2,4,11
S86178371,4ways_mirror,"p(6, 3)",X,N71965,N55786,,FALSE,1,2,2
S86178371,4ways_mirror,"p(6, 3)",X,N71965,N68849,,FALSE,1,4,4
S86178371,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S86178371,4ways_mirror,"p(6, 3)",X,N71965,N28069,,TRUE,4,7,7
S86178371,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N28069,N22145,,FALSE,1,7,14
S86178371,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N28069,N71364,,FALSE,1,9,16
S86178371,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N28069,N21757,,TRUE,2,4,11
S9302220,4ways_mirror,"p(6, 3)",X,N71965,N55786,,FALSE,1,2,2
S9302220,4ways_mirror,"p(6, 3)",X,N71965,N68849,,TRUE,1,4,4
S9302220,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S9302220,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S9302220,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N28828,,TRUE,1,1,5
S9302220,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N48426,,FALSE,1,6,10
S9302220,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N16410,,FALSE,2,7,11
S9302220,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N53771,,FALSE,4,7,11
S9302220,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N75273,,FALSE,1,7,12
S9302220,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N37033,,FALSE,2,8,13
S9302220,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N88234,,TRUE,4,8,13
S9302220,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N88234,N36457,,TRUE,2,4,17
S9302220,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N88234,N93228,,FALSE,1,9,22
S51693885,4ways_mirror,"p(6, 3)",X,N71965,N55786,,TRUE,1,2,2
S51693885,4ways_mirror,"p(6, 3)",X,N71965,N68849,,FALSE,1,4,4
S51693885,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S51693885,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S51693885,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N68398,,FALSE,1,6,8
S51693885,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N22049,,FALSE,2,9,11
S51693885,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N79058,,TRUE,4,9,11
S51693885,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N79058,N31173,,FALSE,1,7,18
S51693885,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N79058,N46312,,TRUE,2,4,15
S99991343,4ways_mirror,"p(6, 3)",X,N71965,N55786,,TRUE,1,2,2
S99991343,4ways_mirror,"p(6, 3)",X,N71965,N68849,,FALSE,1,4,4
S99991343,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S99991343,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S99991343,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N68398,,TRUE,1,6,8
S99991343,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N22049,,FALSE,2,9,11
S99991343,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N79058,,FALSE,4,9,11
S99991343,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N60588,,TRUE,1,1,9
S99991343,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N23137,,FALSE,2,7,15
S99991343,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N79304,,FALSE,4,7,15
S99991343,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N60795,,FALSE,2,8,17
S99991343,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N29964,,TRUE,4,8,17
S99991343,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N29964,N81758,,TRUE,2,4,21
S84565588,4ways_mirror,"p(6, 3)",X,N71965,N55786,,TRUE,1,2,2
S84565588,4ways_mirror,"p(6, 3)",X,N71965,N68849,,FALSE,1,4,4
S84565588,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S84565588,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S84565588,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N68398,,TRUE,1,6,8
S84565588,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N22049,,FALSE,2,9,11
S84565588,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N79058,,FALSE,4,9,11
S84565588,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N60588,,TRUE,1,1,9
S84565588,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N23137,,FALSE,2,7,15
S84565588,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N79304,,FALSE,4,7,15
S84565588,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N60795,,TRUE,2,8,17
S84565588,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N29964,,FALSE,4,8,17
S56618969,4ways_mirror,"p(6, 3)",X,N71965,N55786,,FALSE,1,2,2
S56618969,4ways_mirror,"p(6, 3)",X,N71965,N68849,,TRUE,1,4,4
S56618969,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S56618969,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S56618969,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N28828,,TRUE,1,1,5
S56618969,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N48426,,FALSE,1,6,10
S56618969,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N16410,,FALSE,2,7,11
S56618969,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N53771,,FALSE,4,7,11
S56618969,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N75273,,FALSE,1,7,12
S56618969,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N37033,,FALSE,2,8,13
S56618969,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N88234,,TRUE,4,8,13
S56618969,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N88234,N36457,,TRUE,2,4,17
S56618969,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N88234,N93228,,FALSE,1,9,22
S57356312,4ways_mirror,"p(6, 3)",X,N71965,N55786,,TRUE,1,2,2
S57356312,4ways_mirror,"p(6, 3)",X,N71965,N68849,,FALSE,1,4,4
S57356312,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S57356312,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S57356312,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N68398,,TRUE,1,6,8
S57356312,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N22049,,FALSE,2,9,11
S57356312,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6)",D,N55786,N79058,,FALSE,4,9,11
S57356312,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N60588,,TRUE,1,1,9
S57356312,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N23137,,FALSE,2,7,15
S57356312,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68398,N79304,,FALSE,4,7,15
S57356312,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N60795,,FALSE,2,8,17
S57356312,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N60588,N29964,,TRUE,4,8,17
S57356312,4ways_mirror,"p(3, 6);p(4, 6);p(5, 6);p(4, 6);p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N29964,N81758,,TRUE,2,4,21
S24416072,4ways_mirror,"p(6, 3)",X,N71965,N55786,,FALSE,1,2,2
S24416072,4ways_mirror,"p(6, 3)",X,N71965,N68849,,TRUE,1,4,4
S24416072,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S24416072,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
S24416072,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N28828,,TRUE,1,1,5
S24416072,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N48426,,FALSE,1,6,10
S24416072,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N16410,,FALSE,2,7,11
S24416072,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4)",D,N68849,N53771,,FALSE,4,7,11
S24416072,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N75273,,FALSE,1,7,12
S24416072,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N37033,,FALSE,2,8,13
S24416072,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5)",D,N28828,N88234,,TRUE,4,8,13
S24416072,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N88234,N36457,,TRUE,2,4,17
S24416072,4ways_mirror,"p(3, 6);p(3, 5);p(3, 4);p(2, 4);p(1, 4);p(1, 5);p(1, 4);p(2, 4);p(3, 4);p(3, 3);p(3, 2);p(3, 1);p(2, 1);p(1, 1)",D,N88234,N93228,,FALSE,1,9,22
S84421241,4ways_mirror,"p(6, 3)",X,N71965,N55786,,TRUE,1,2,2
S84421241,4ways_mirror,"p(6, 3)",X,N71965,N68849,,FALSE,1,4,4
S84421241,4ways_mirror,"p(6, 3)",X,N71965,N87420,,FALSE,2,7,7
S84421241,4ways_mirror,"p(6, 3)",X,N71965,N28069,,FALSE,4,7,7
